Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
975341189426547,4 to 14 Years,BCA,$63K-$104K,Amsterdam,Netherlands,52.1326,5.2913,Part-Time,80256,2023-01-16,Data Engineer,ETL Developer,USAJOBS,"An ETL Developer specializes in designing and implementing Extract, Transform, Load (ETL) processes to move and transform data between systems, supporting data integration and analytics.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","ETL (Extract, Transform, Load) processes Data integration SQL and scripting languages","Extract, transform, and load (ETL) data from various sources into data warehouses. Create ETL workflows and data pipelines. Perform data validation and quality checks.",Westinghouse Air Brake Technologies,"{""Sector"":""Manufacturing"",""Industry"":""Industrial Machinery"",""City"":""Pittsburgh"",""State"":""Pennsylvania"",""Zip"":""15212"",""Website"":""www.wabteccorp.com"",""Ticker"":""WAB"",""CEO"":""Rafael O. Santana""}"
2951867920585089,3 to 11 Years,MBA,$63K-$97K,Amsterdam,Netherlands,52.1326,5.2913,Full-Time,85065,2022-09-14,Marketing Analyst,Data Analyst,Jobs2Careers,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Intertek Group,"{""Sector"":""Testing and Certification"",""Industry"":""Business Services - Testing/Compliance"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.intertek.com"",""Ticker"":""ITRK.L"",""CEO"":""Andr  Lacroix""}"
2215163323065130,2 to 14 Years,BA,$62K-$89K,Lisbon,Portugal,39.3999,-8.2245,Full-Time,60843,2023-08-17,Marketing Analyst,Data Analyst,Dice,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Franklin Resources,"{""Sector"":""Financial Services"",""Industry"":""Securities"",""City"":""San Mateo"",""State"":""California"",""Zip"":""94403"",""Website"":""www.franklinresources.com"",""Ticker"":""BEN"",""CEO"":""Jenny Johnson""}"
867107942261929,2 to 9 Years,M.Com,$65K-$94K,Amsterdam,Netherlands,52.1326,5.2913,Full-Time,13056,2022-11-22,Data Engineer,Data Architect,USAJOBS,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Data architecture design Database management systems Data modeling,Design data architecture and systems to meet business needs. Develop data models and database schemas. Ensure data security and compliance.,WEC Energy Group,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Milwaukee"",""State"":""Wisconsin"",""Zip"":""53203"",""Website"":""www.wecenergygroup.com"",""Ticker"":""WEC"",""CEO"":""Scott J. Lauber""}"
542701954883876,4 to 11 Years,BBA,$59K-$91K,Lisbon,Portugal,39.3999,-8.2245,Temporary,130957,2021-11-29,Product Manager,Technical Product Manager,Idealist,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,"Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders.",Western Digital,"{""Sector"":""Technology"",""Industry"":""Computers, Office Equipment"",""City"":""San Jose"",""State"":""California"",""Zip"":""95119"",""Website"":""www.westerndigital.com"",""Ticker"":""WDC"",""CEO"":""David V. Goeckeler""}"
1162621597430269,2 to 10 Years,MBA,$55K-$97K,Madrid,Spain,40.4637,-3.7492,Intern,81581,2022-05-11,Data Analyst,Data Quality Analyst,Jobs2Careers,"Data Quality Analysts ensure the accuracy, completeness, and consistency of data within an organization. They develop and implement data quality standards, perform data validation, and identify and resolve data quality issues to maintain data integrity.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Data quality assessment and improvement Data profiling and validation Knowledge of data quality tools (e.g., Informatica, Talend) Data governance principles SQL for data analysis Attention to detail and data accuracy",Ensure data accuracy and quality by identifying and addressing data issues and anomalies. Establish data quality standards and processes. Collaborate with data stewards to improve data quality.,VF,"{""Sector"":""Apparel"",""Industry"":""Apparel"",""City"":""Denver"",""State"":""Colorado"",""Zip"":""80202"",""Website"":""www.vfc.com"",""Ticker"":""VFC"",""CEO"":""Benno Dorer""}"
1477383651397590,3 to 11 Years,MCA,$59K-$89K,Dublin,Ireland,53.1424,-7.6921,Contract,104588,2023-01-11,Data Analyst,Data Scientist,SimplyHired,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Texas Instruments,"{""Sector"":""Technology"",""Industry"":""Semiconductors and Other Electronic Components"",""City"":""Dallas"",""State"":""Texas"",""Zip"":""75243"",""Website"":""www.ti.com"",""Ticker"":""TXN"",""CEO"":""Haviv Ilan""}"
1889687320646257,5 to 8 Years,BBA,$57K-$84K,Brussels,Belgium,50.5039,4.4699,Temporary,82248,2022-02-19,Marketing Analyst,Data Analyst,SimplyHired,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,BMW Group,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Munich"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.bmwgroup.com"",""Ticker"":""BMW"",""CEO"":""Oliver Zipse""}"
1990310208440474,2 to 8 Years,BA,$59K-$127K,Berlin,Germany,51.1657,10.4515,Contract,134729,2022-12-26,Data Analyst,Data Quality Analyst,Internships.com,"Data Quality Analysts ensure the accuracy, completeness, and consistency of data within an organization. They develop and implement data quality standards, perform data validation, and identify and resolve data quality issues to maintain data integrity.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Data quality assessment and improvement Data profiling and validation Knowledge of data quality tools (e.g., Informatica, Talend) Data governance principles SQL for data analysis Attention to detail and data accuracy",Ensure data accuracy and quality by identifying and addressing data issues and anomalies. Establish data quality standards and processes. Collaborate with data stewards to improve data quality.,Eversource Energy,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Springfield"",""State"":""Massachusetts"",""Zip"":""1104"",""Website"":""www.eversource.com"",""Ticker"":""ES"",""CEO"":""Joseph R. Nolan""}"
2791716967172212,3 to 9 Years,BBA,$60K-$106K,Berlin,Germany,51.1657,10.4515,Intern,55356,2022-02-07,Product Manager,Technical Product Manager,CareerBuilder,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,"Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders.",Ford Motor Company,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Dearborn"",""State"":""MI"",""Zip"":""48126"",""Website"":""https://www.ford.com/"",""Ticker"":""F"",""CEO"":""Jim Farley""}"
3084020454818682,2 to 14 Years,MBA,$61K-$119K,Warsaw,Poland,51.9194,19.1451,Intern,113625,2021-12-16,Data Analyst,Business Intelligence Analyst,Idealist,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",Gather and analyze data to provide insights for decision-making using tools like Tableau or Power BI. Create data visualizations and reports. Identify trends and patterns in data.,Landstar System,"{""Sector"":""Industrials"",""Industry"":""Trucking, Truck Leasing"",""City"":""Jacksonville"",""State"":""Florida"",""Zip"":""32224"",""Website"":""www.landstar.com"",""Ticker"":""LSTR"",""CEO"":""James B. Gattoni""}"
1895984037898031,4 to 11 Years,BBA,$58K-$108K,Brussels,Belgium,50.5039,4.4699,Temporary,52679,2022-09-20,Product Manager,Technical Product Manager,Idealist,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,"Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders.",Hargreaves Lansdown,"{""Sector"":""Financial Services"",""Industry"":""Financial Services - Investment"",""City"":""Bristol"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.hl.co.uk"",""Ticker"":""HL.L"",""CEO"":""Chris Hill""}"
2355076635986793,5 to 14 Years,MCA,$59K-$103K,Brussels,Belgium,50.5039,4.4699,Full-Time,123158,2022-11-23,Data Analyst,Data Scientist,USAJOBS,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Celgene Corporation,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Summit"",""State"":""NJ"",""Zip"":""7901"",""Website"":""https://www.celgene.com/"",""Ticker"":""CELG"",""CEO"":""Mark J. Alles""}"
980785704561865,0 to 10 Years,M.Com,$57K-$84K,Stockholm,Sweden,60.1282,18.6435,Temporary,76389,2022-09-29,Data Engineer,Data Architect,The Muse,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Data architecture design Database management systems Data modeling,Design data architecture and systems to meet business needs. Develop data models and database schemas. Ensure data security and compliance.,Dixons Carphone,"{""Sector"":""Retail"",""Industry"":""Retail - Electronics"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""N/A"",""Ticker"":""N/A"",""CEO"":""N/A""}"
1911857686296732,0 to 14 Years,MCA,$61K-$110K,Stockholm,Sweden,60.1282,18.6435,Intern,34908,2022-10-13,Marketing Analyst,Data Analyst,Internships.com,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Cleveland-Cliffs,"{""Sector"":""Mining"",""Industry"":""Metals"",""City"":""Cleveland"",""State"":""Ohio"",""Zip"":""44114"",""Website"":""www.clevelandcliffs.com"",""Ticker"":""CLF"",""CEO"":""Lourenco Goncalves""}"
1635067234655578,5 to 12 Years,MBA,$55K-$100K,Berlin,Germany,51.1657,10.4515,Part-Time,66490,2021-10-15,Data Engineer,Big Data Engineer,USAJOBS,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing","Work with large and complex datasets, using technologies like Hadoop and Spark. Develop and maintain big data solutions. Optimize data processing and storage for performance.",Glencore,"{""Sector"":""Mining and Metals"",""Industry"":""Mining"",""City"":""Baar, Switzerland"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.glencore.com"",""Ticker"":""GLEN.L"",""CEO"":""Gary Nagle""}"
1867114682503788,1 to 10 Years,B.Com,$64K-$102K,Lisbon,Portugal,39.3999,-8.2245,Full-Time,93964,2023-08-18,Marketing Analyst,Data Analyst,Internships.com,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Philip Morris International,"{""Sector"":""Tobacco"",""Industry"":""Tobacco"",""City"":""Stamford"",""State"":""Connecticut"",""Zip"":""6901"",""Website"":""www.pmi.com"",""Ticker"":""PM"",""CEO"":""Jacek Olczak""}"
3044825447774984,1 to 15 Years,BBA,$61K-$112K,Amsterdam,Netherlands,52.1326,5.2913,Temporary,101309,2023-04-04,Data Analyst,Data Scientist,Snagajob,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Adobe,"{""Sector"":""Technology"",""Industry"":""Computer Software"",""City"":""San Jose"",""State"":""California"",""Zip"":""95110"",""Website"":""www.adobe.com"",""Ticker"":""ADBE"",""CEO"":""Shantanu Narayen""}"
749088873040686,1 to 14 Years,MBA,$65K-$92K,Rome,Italy,41.8719,12.5674,Full-Time,69157,2022-10-26,Data Scientist,Data Engineer,FlexJobs,"Data Engineers design and maintain data pipelines, ensuring data availability and quality for analysis and reporting purposes.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Data integration ETL (Extract, Transform, Load) Big data technologies (e.g., Hadoop, Spark) Database management Data warehousing","Design, build, and maintain data pipelines and ETL (Extract, Transform, Load) processes. Ensure data accessibility and availability for analytics and reporting. Collaborate with data scientists and analysts.",Cigna Group,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Pharmacy and Other Services"",""City"":""Bloomfield"",""State"":""Connecticut"",""Zip"":""6002"",""Website"":""www.thecignagroup.com"",""Ticker"":""CI"",""CEO"":""David M. Cordani""}"
2115980316088519,5 to 9 Years,B.Com,$58K-$100K,Dublin,Ireland,53.1424,-7.6921,Part-Time,104327,2023-04-05,Data Scientist,Machine Learning Engineer,SimplyHired,"Machine Learning Engineers develop machine learning models and algorithms, working on tasks like data preprocessing, model training, and deployment.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Machine learning algorithms Python programming Data preprocessing Deep learning Model evaluation,Develop machine learning models and algorithms for data analysis and prediction. Preprocess and clean data for model training. Evaluate model performance and fine-tune parameters.,Zoetis,"{""Sector"":""Healthcare"",""Industry"":""Pharmaceuticals"",""City"":""Parsippany"",""State"":""New Jersey"",""Zip"":""7054"",""Website"":""www.zoetis.com"",""Ticker"":""ZTS"",""CEO"":""Kristin C. Peck""}"
2595820718512777,3 to 8 Years,B.Com,$57K-$80K,Amsterdam,Netherlands,52.1326,5.2913,Temporary,85553,2022-01-20,Data Analyst,Data Scientist,Stack Overflow Jobs,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Spirax-Sarco Engineering,"{""Sector"":""Engineering"",""Industry"":""Engineering/Industrial Equipment"",""City"":""Cheltenham"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.spiraxsarcoengineering.com"",""Ticker"":""SPX.L"",""CEO"":""Nicholas Anderson""}"
1709924659506117,0 to 11 Years,MBA,$55K-$83K,Stockholm,Sweden,60.1282,18.6435,Intern,119954,2022-11-25,Data Scientist,Machine Learning Engineer,Monster,"Machine Learning Engineers develop machine learning models and algorithms, working on tasks like data preprocessing, model training, and deployment.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Machine learning algorithms Python programming Data preprocessing Deep learning Model evaluation,Develop machine learning models and algorithms for data analysis and prediction. Preprocess and clean data for model training. Evaluate model performance and fine-tune parameters.,GAIL (India) Limited,"{""Sector"":""Natural Gas"",""Industry"":""Gas and Energy"",""City"":""New Delhi"",""State"":""Delhi"",""Zip"":""110016"",""Website"":""https://www.gailonline.com/"",""Ticker"":""GAIL"",""CEO"":""Manoj Jain""}"
501763493043873,5 to 10 Years,MCA,$62K-$88K,Warsaw,Poland,51.9194,19.1451,Temporary,77312,2022-01-14,Research Analyst,Data Analyst Researcher,Dice,A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail","Focus on data analysis, data mining, and statistical analysis to extract insights from large datasets. Develop data models and visualizations. Collaborate with data scientists and analysts.",Reinsurance Group of America,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""Chesterfield"",""State"":""Montana"",""Zip"":""63017"",""Website"":""www.rgare.com"",""Ticker"":""RGA"",""CEO"":""""}"
426651698899353,3 to 10 Years,BA,$64K-$95K,Paris,France,46.603354,1.888334,Full-Time,103035,2023-08-22,Data Engineer,Data Architect,Stack Overflow Jobs,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Data architecture design Database management systems Data modeling,Design data architecture and systems to meet business needs. Develop data models and database schemas. Ensure data security and compliance.,NGL Energy Partners,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Tulsa"",""State"":""Oklahoma"",""Zip"":""74136"",""Website"":""www.nglenergypartners.com"",""Ticker"":""NGL"",""CEO"":""Michael Krimbill""}"
2098079932716163,1 to 14 Years,MBA,$65K-$119K,Dublin,Ireland,53.1424,-7.6921,Part-Time,47331,2022-05-06,Marketing Analyst,Data Analyst,USAJOBS,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Ramsay Health Care,"{""Sector"":""Healthcare/Hospitals"",""Industry"":""Healthcare"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.ramsayhealth.com/"",""Ticker"":""RHC"",""CEO"":""Craig McNally""}"
2633146524371528,2 to 8 Years,PhD,$55K-$126K,Paris,France,46.603354,1.888334,Intern,93189,2022-03-04,Marketing Analyst,Data Analyst,The Muse,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,SAP SE,"{""Sector"":""Technology and Software"",""Industry"":""Information Technology"",""City"":""Walldorf"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.sap.com"",""Ticker"":""SAP"",""CEO"":""Christian Klein""}"
187839016931948,0 to 14 Years,BA,$61K-$93K,Amsterdam,Netherlands,52.1326,5.2913,Temporary,80744,2022-03-18,Data Analyst,Data Scientist,Internships.com,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Grasim Industries,"{""Sector"":""Cement & Aggregates"",""Industry"":""Cement and Chemicals"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400030"",""Website"":""https://www.grasim.com/"",""Ticker"":""GRASIM"",""CEO"":""Kumar Mangalam Birla""}"
2509182583599977,0 to 13 Years,B.Com,$58K-$88K,Stockholm,Sweden,60.1282,18.6435,Full-Time,72291,2021-12-15,Marketing Analyst,Data Analyst,USAJOBS,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,HDFC Asset Management Company,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Mumbai"",""State"":""MH"",""Zip"":""400051"",""Website"":""www.hdfcfund.com"",""Ticker"":""HDFCAM"",""CEO"":""Milind Barve""}"
254093749561094,5 to 10 Years,BCA,$59K-$124K,Lisbon,Portugal,39.3999,-8.2245,Intern,117167,2023-04-05,Marketing Analyst,Data Analyst,Snagajob,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Coterra Energy,"{""Sector"":""Energy"",""Industry"":""Mining, Crude-Oil Production"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77024"",""Website"":""www.coterra.com"",""Ticker"":""CTRA"",""CEO"":""Thomas E. Jorden""}"
1870356733111279,3 to 10 Years,MBA,$58K-$105K,Amsterdam,Netherlands,52.1326,5.2913,Temporary,81242,2023-01-07,Data Analyst,Data Scientist,FlexJobs,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Toll Brothers,"{""Sector"":""Home Construction"",""Industry"":""Homebuilders"",""City"":""Fort Washington"",""State"":""Pennsylvania"",""Zip"":""19034"",""Website"":""www.tollbrothers.com"",""Ticker"":""TOL"",""CEO"":""Douglas C. Yearley Jr.""}"
3068591893965349,4 to 14 Years,B.Com,$57K-$96K,Stockholm,Sweden,60.1282,18.6435,Part-Time,82969,2023-09-11,Data Scientist,Machine Learning Engineer,Snagajob,"Machine Learning Engineers develop machine learning models and algorithms, working on tasks like data preprocessing, model training, and deployment.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Machine learning algorithms Python programming Data preprocessing Deep learning Model evaluation,Develop machine learning models and algorithms for data analysis and prediction. Preprocess and clean data for model training. Evaluate model performance and fine-tune parameters.,Dollar Tree,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Other"",""City"":""Chesapeake"",""State"":""Virginia"",""Zip"":""23320"",""Website"":""www.dollartree.com"",""Ticker"":""DLTR"",""CEO"":""Rick Dreiling""}"
