Candidate ID,Experience,Qualifications,Skills,Prior Job Title
CAND-225,11 Years,M.Eng Software Engineering,"Communication, SQL, Salesforce, Product Strategy, Negotiation, Roadmapping",Marketing Manager
CAND-226,5 Years,M.Sc Data Science,"Collaboration, Scrum, Excel, Salesforce, UX Research, Google Analytics, Product Design",Project Coordinator
CAND-227,1 Years,B.Sc Physics,"Market Research, Communication, Project Management, A/B Testing, Google Analytics, ML, Data Analysis, Public Speaking",Operations Manager
CAND-228,8 Years,B.Tech Computer Science,"Team Leadership, Confluence, Product Design, Roadmapping, A/B Testing, Python, Business Intelligence, UX Research",Project Coordinator
CAND-229,5 Years,Bachelor of Hospitality Management,"Agile, A/B Testing, Tableau, Business Intelligence, Confluence, Collaboration",Data Analyst
CAND-230,0 Years,B.A. Literature,"Agile, Negotiation, UX Research",Project Coordinator
CAND-231,2 Years,B.A. Literature,"Data Analytics, Customer Research, Salesforce, Data Analysis, Product Design, Confluence",Marketing Manager
CAND-232,11 Years,MBA,"Roadmapping, Artificial Intelligence, Tableau, Collaboration, UX Research, Project Management",Associate Product Manager
CAND-233,10 Years,B.Tech Computer Science,"Communication, UX Research, Project Management, Agile, Negotiation, Google Analytics, Statistics, Tableau",Operations Manager
CAND-234,14 Years,M.Sc Data Science,"Product Management, Stakeholder Management, Scrum, Data Analysis, JIRA, Machine Learning, Confluence, Negotiation",Associate Product Manager
CAND-235,10 Years,M.Eng Software Engineering,"Roadmapping, UX Research, Collaboration, Agile, Product Management, Market Research, Statistics, Tableau",Customer Success Manager
CAND-236,1 Years,BA Sociology,"Customer Research, Negotiation, Scrum, Product Design, Collaboration",UX Designer
CAND-237,4 Years,Diploma in Culinary Arts,"Excel, Market Research, Collaboration, Salesforce, UX Research, Scrum, Business Intelligence",Business Analyst
CAND-238,13 Years,B.Sc Computer Science,"SQL, Data Science, A/B Testing, JIRA, Stakeholder Management, Product Strategy",Business Analyst
CAND-239,2 Years,MBA Business Administration,"Communication, Tableau, Market Research, Product Management, JIRA, Data Analytics",Product Manager
CAND-240,13 Years,BA Fine Arts,"Power BI, A/B Testing, Roadmapping, Communication, Product Strategy, Salesforce, Artificial Intelligence",Associate Product Manager
CAND-241,6 Years,B.Sc Physics,"Confluence, JIRA",Project Coordinator
CAND-242,5 Years,Diploma in Information Technology,"A/B Testing, Agile, Communication, Google Analytics",Project Coordinator
CAND-243,6 Years,B.Sc Computer Science,"Public Speaking, Stakeholder Management, Artificial Intelligence, Confluence, Customer Research",Technical Product Manager
CAND-244,7 Years,M.A. Economics,"JIRA, Team Leadership, Confluence, Public Speaking, Product Management, Data Science, Scrum",Technical Product Manager
CAND-245,8 Years,B.Sc Mathematics,"JIRA, AI, Team Leadership, Confluence, Product Management, Negotiation, SQL, Salesforce",Data Scientist
CAND-246,10 Years,Diploma in Information Technology,"Python, A/B Testing, Artificial Intelligence, Team Leadership, Negotiation, Product Strategy, Market Research",Technical Product Manager
CAND-247,5 Years,M.Sc Data Science,"Product Strategy, A/B Testing, Collaboration, Business Intelligence, JIRA",Business Analyst
CAND-248,9 Years,Diploma in Information Technology,"Customer Research, Product Strategy, Scrum, Stakeholder Management, Google Analytics, Data Science, Power BI, Salesforce",Project Coordinator
CAND-249,15 Years,MBA Business Administration,"Data Analysis, Statistics, Communication, Market Research, Project Management, Roadmapping",Marketing Manager
CAND-250,15 Years,BA Fine Arts,"Artificial Intelligence, Roadmapping, Data Analysis, Communication, Negotiation, Project Management",Senior Product Manager
CAND-251,3 Years,M.Sc Statistics,"Confluence, Market Research, Google Analytics, Power BI",Sales Executive
CAND-252,6 Years,B.Com Economics,"Salesforce, Confluence, Agile, UX Research",Project Coordinator
CAND-253,14 Years,M.Sc Data Science,"Public Speaking, Product Management, Team Leadership, Data Science, JIRA, Power BI, Agile, Scrum",Technical Product Manager
CAND-254,12 Years,B.Sc Computer Science,"Team Leadership, A/B Testing, Negotiation, Statistics, Product Management",Data Analyst
CAND-255,7 Years,M.Eng Software Engineering,"Salesforce, Product Design, Statistics, Public Speaking, Market Research, Roadmapping",Technical Product Manager
CAND-256,0 Years,B.Eng Industrial Engineering,"Product Strategy, A/B Testing, Collaboration, Power BI, Customer Research",Business Analyst
CAND-257,1 Years,M.Eng Software Engineering,"Product Design, Data Science, Customer Research, Power BI, Confluence",Project Coordinator
CAND-258,2 Years,M.Sc Statistics,"JIRA, Team Leadership, Business Intelligence, Customer Research, Data Analysis, Public Speaking, Google Analytics",Data Engineer
CAND-259,13 Years,B.Sc Physics,"Agile, Roadmapping, Product Management, Machine Learning, SQL, Communication, UX Research",Group Product Manager
CAND-260,3 Years,BA Sociology,"Market Research, Public Speaking, Project Management, Scrum",Associate Product Manager
CAND-261,0 Years,B.A. Literature,"Product Management, Market Research, Data Analysis, Customer Research, Business Intelligence, Confluence, A/B Testing",Data Engineer
CAND-262,8 Years,Diploma in Information Technology,"Negotiation, SQL, Communication, Market Research",Technical Product Manager
CAND-263,8 Years,B.Sc Physics,"SQL, Salesforce, Agile, Team Leadership, ML, Product Management",Product Manager
CAND-264,1 Years,B.Sc Physics,"Scrum, JIRA, Market Research, Project Management, Data Analytics, Customer Research",Customer Success Manager
CAND-265,6 Years,B.Com Economics,"Project Management, Market Research, Stakeholder Management, Roadmapping, AI, Public Speaking",Software Engineer
CAND-266,6 Years,M.Sc Statistics,"Roadmapping, Communication, UX Research, Statistics",Business Analyst
CAND-267,9 Years,M.Sc Statistics,"Roadmapping, Public Speaking, Product Management, Statistics, Tableau, Confluence, UX Research",Senior Product Manager
CAND-268,12 Years,BA Fine Arts,"Customer Research, Collaboration, Negotiation, UX Research, Excel, Statistics, Confluence",Business Analyst
CAND-269,5 Years,M.A. Economics,"Salesforce, Product Design, A/B Testing, Tableau, Roadmapping",Customer Success Manager
CAND-270,9 Years,MBA Business Administration,"Public Speaking, Tableau, Stakeholder Management, Negotiation, AI, Product Management",Technical Product Manager
CAND-271,7 Years,B.Sc Physics,"Product Strategy, Public Speaking, Data Science, SQL, Communication, A/B Testing",Group Product Manager
CAND-272,5 Years,Diploma in Information Technology,"Product Design, Artificial Intelligence, Excel, Scrum, Public Speaking, Agile, Team Leadership, A/B Testing",Data Scientist
CAND-273,0 Years,B.Tech Computer Science,"Customer Research, Excel, JIRA, Product Strategy, Data Analytics, Salesforce, Collaboration, Google Analytics",Group Product Manager
CAND-274,2 Years,M.Sc Data Science,"Data Analytics, Scrum, UX Research, Salesforce, Product Management, Power BI, Customer Research",Marketing Manager
CAND-275,7 Years,M.A. Economics,"Data Analytics, Collaboration, Google Analytics, Project Management, JIRA, Public Speaking, UX Research",Group Product Manager
CAND-276,3 Years,B.Sc Physics,"JIRA, Confluence, Statistics, Team Leadership",Associate Product Manager
CAND-277,2 Years,B.Sc Computer Science,"Negotiation, Market Research, Excel, Collaboration",Project Coordinator
CAND-278,14 Years,M.Eng Software Engineering,"Product Management, Agile, ML, SQL, UX Research, A/B Testing, Roadmapping, Stakeholder Management",Associate Product Manager
CAND-279,7 Years,Diploma in Information Technology,"Roadmapping, Data Analysis, Collaboration, Product Strategy, Negotiation",Associate Product Manager
CAND-280,3 Years,B.Eng Industrial Engineering,"Collaboration, Data Analytics, Product Design, Agile, Power BI, A/B Testing",Business Analyst
CAND-281,6 Years,B.Com Economics,"Machine Learning, UX Research, Product Strategy, Customer Research, Collaboration, Excel",Operations Manager
CAND-282,7 Years,MBA Business Administration,"Artificial Intelligence, Product Strategy, Customer Research, Public Speaking, Team Leadership",Technical Product Manager
CAND-283,11 Years,M.A. Economics,"Google Analytics, Product Management, Roadmapping, Power BI",Sales Executive
CAND-284,6 Years,B.A. Literature,"Product Strategy, ML, A/B Testing, Confluence, Excel",Group Product Manager
CAND-285,9 Years,MBA Business Administration,"Agile, Stakeholder Management, Tableau, Public Speaking, Product Strategy, Roadmapping, Data Science",Technical Product Manager
CAND-286,7 Years,Diploma in Information Technology,"JIRA, Salesforce, Data Science, Roadmapping, Confluence, Data Analysis, Product Strategy, Collaboration",Data Analyst
CAND-287,3 Years,M.Eng Software Engineering,"Google Analytics, Agile, Product Management, Confluence, Communication, Artificial Intelligence",Group Product Manager
CAND-288,11 Years,M.Tech Computer Science,"Communication, SQL, Salesforce, Customer Research, Product Management",Associate Product Manager
CAND-289,6 Years,M.A. Economics,"Team Leadership, Public Speaking, Data Science, Scrum, Agile, SQL, A/B Testing",Product Manager
CAND-290,5 Years,MBA,"Google Analytics, Product Strategy, UX Research, Team Leadership, Artificial Intelligence, Confluence, Salesforce, Data Analysis",Product Manager
CAND-291,7 Years,BA Fine Arts,"Product Management, Market Research, Excel, Salesforce, Statistics, A/B Testing",Project Coordinator
CAND-292,11 Years,M.Sc Statistics,"JIRA, A/B Testing, Public Speaking, Google Analytics, SQL, Data Analytics, Project Management, Stakeholder Management",Associate Product Manager
CAND-293,1 Years,B.Com Economics,"Salesforce, Product Design, Data Analytics, UX Research, Communication, Python",Data Scientist
CAND-294,4 Years,B.A. History,"Roadmapping, Product Design, Scrum",Business Analyst
CAND-295,1 Years,B.A. History,"Artificial Intelligence, Power BI, Collaboration, Product Management, Agile, Confluence, Google Analytics",Data Engineer
CAND-296,1 Years,B.Eng Industrial Engineering,"AI, Product Management, Agile, Salesforce, Confluence, Roadmapping",Operations Manager
CAND-297,13 Years,MBA Business Administration,"Artificial Intelligence, Roadmapping, Negotiation, Tableau, Agile, JIRA, Product Strategy",Software Engineer
CAND-298,6 Years,B.A. Literature,"Roadmapping, AI, Scrum, Project Management, Data Analysis, Stakeholder Management",Customer Success Manager
CAND-299,13 Years,M.Eng Software Engineering,"Product Management, Statistics, Agile, Python, UX Research, Team Leadership",Product Manager
CAND-300,6 Years,B.Sc Physics,"Public Speaking, Excel, Roadmapping, Product Strategy, Data Science",Group Product Manager
CAND-301,5 Years,MBA,"Salesforce, Product Management, Scrum, AI, Communication, A/B Testing, Tableau, Public Speaking",Business Analyst
CAND-302,8 Years,Bachelor of Hospitality Management,"Product Management, A/B Testing, Business Intelligence, Salesforce, Google Analytics, Excel",Group Product Manager
CAND-303,15 Years,B.Com Economics,"UX Research, Team Leadership, AI, Public Speaking, Tableau, Salesforce",Business Analyst
CAND-304,15 Years,B.A. History,"Product Management, Collaboration, AI, Customer Research, Power BI, JIRA",Operations Manager
CAND-305,5 Years,BA Fine Arts,"Project Management, Public Speaking, JIRA, Stakeholder Management, Negotiation",Operations Manager
CAND-306,11 Years,B.Eng Industrial Engineering,"UX Research, Python, Agile, AI, Product Management, Stakeholder Management",Senior Product Manager
CAND-307,5 Years,M.Eng Software Engineering,"Confluence, Negotiation, Product Design, Data Analytics, Stakeholder Management",Project Coordinator
CAND-308,7 Years,Bachelor of Hospitality Management,"Scrum, Confluence, Collaboration, Agile, Public Speaking",Customer Success Manager
CAND-309,5 Years,B.Tech Computer Science,"Team Leadership, Confluence, Product Strategy, Market Research",Product Manager
CAND-310,1 Years,B.Sc Computer Science,"AI, Agile, Confluence, Negotiation, Scrum, Tableau",Product Manager
CAND-311,12 Years,B.Eng Industrial Engineering,"Google Analytics, A/B Testing, Product Management, Stakeholder Management, Data Analysis, Data Science",Product Manager
CAND-312,13 Years,M.Tech Computer Science,"Python, Communication, Business Intelligence, Salesforce, Google Analytics, Negotiation",UX Designer
CAND-313,11 Years,M.Tech Computer Science,"Data Analytics, Scrum, Salesforce, Stakeholder Management, Product Strategy, Agile, Power BI",Product Manager
CAND-314,2 Years,B.A. Literature,"Scrum, Project Management, Agile",Sales Executive
CAND-315,6 Years,M.Sc Data Science,"Team Leadership, JIRA, AI, Product Management, Confluence, Salesforce, Excel",Group Product Manager
CAND-316,9 Years,Diploma in Information Technology,"Product Management, Stakeholder Management, UX Research, Agile, Artificial Intelligence",Associate Product Manager
CAND-317,14 Years,MBA Business Administration,"Excel, Product Strategy, Team Leadership, Confluence, UX Research, Google Analytics",Associate Product Manager
CAND-318,5 Years,B.Sc Mathematics,"Agile, Collaboration, Public Speaking, A/B Testing, Python, Data Science, Negotiation, Project Management",Technical Product Manager
CAND-319,8 Years,M.Sc Data Science,"Confluence, Product Design, Salesforce, Communication",Business Analyst
CAND-320,6 Years,B.Com Economics,"Public Speaking, UX Research, Data Analytics, Tableau, Product Management, JIRA",Product Manager
CAND-321,6 Years,B.Com Economics,"Google Analytics, Excel, UX Research, Negotiation, AI, Scrum",Operations Manager
CAND-322,11 Years,B.Sc Physics,"Tableau, Customer Research, Agile, Business Intelligence",Operations Manager
CAND-323,6 Years,Diploma in Culinary Arts,"Salesforce, UX Research, Public Speaking",Data Analyst
CAND-324,10 Years,MBA Business Administration,"Statistics, Market Research, Roadmapping, Salesforce, Confluence, Team Leadership, Product Design",Software Engineer
CAND-325,11 Years,M.Tech Computer Science,"Power BI, Confluence, UX Research, Salesforce",Associate Product Manager
CAND-326,1 Years,Diploma in Information Technology,"JIRA, Excel, Collaboration, Salesforce, UX Research",Project Coordinator
CAND-327,3 Years,MBA Business Administration,"Data Analysis, Market Research, Product Strategy, Stakeholder Management, AI, Scrum",Group Product Manager
CAND-328,7 Years,B.Sc Physics,"Product Design, Stakeholder Management, ML, Google Analytics, Scrum",Associate Product Manager
CAND-329,14 Years,M.Sc Data Science,"Salesforce, Business Intelligence, Public Speaking, Scrum, Team Leadership, Project Management, Power BI, Google Analytics",Product Manager
CAND-330,1 Years,B.A. History,"A/B Testing, Customer Research, Excel, Product Design",Data Engineer
CAND-331,10 Years,M.Sc Statistics,"Data Analytics, Tableau, Customer Research, Collaboration, Product Management, Salesforce, Google Analytics",Business Analyst
CAND-332,14 Years,B.Sc Mathematics,"Product Management, Google Analytics, A/B Testing, ML, Negotiation, Tableau",Data Analyst
CAND-333,5 Years,M.A. Economics,"Product Strategy, Negotiation, JIRA, Statistics, Market Research, Collaboration, Public Speaking, Tableau",Business Analyst
CAND-334,3 Years,Bachelor of Hospitality Management,"Negotiation, A/B Testing, Salesforce",Customer Success Manager
CAND-335,14 Years,B.Eng Industrial Engineering,"Agile, Product Strategy, Team Leadership, Python, Google Analytics, Scrum",Technical Product Manager
CAND-336,13 Years,Diploma in Culinary Arts,"Roadmapping, Collaboration, Product Design, Public Speaking, UX Research",Software Engineer
CAND-337,9 Years,B.Com Economics,"Scrum, ML, Roadmapping, Team Leadership, Product Management, Salesforce",Business Analyst
CAND-338,7 Years,Diploma in Information Technology,"Project Management, Market Research, Power BI, Business Intelligence, JIRA, Negotiation",UX Designer
CAND-339,12 Years,M.A. Economics,"Product Strategy, Python, Roadmapping, Machine Learning, Confluence",Software Engineer
CAND-340,7 Years,B.Sc Computer Science,"Power BI, ML, A/B Testing, Communication, Roadmapping, Confluence",Technical Product Manager
CAND-341,6 Years,M.Sc Data Science,"Confluence, Tableau, Product Design, Artificial Intelligence, Collaboration, Agile",Group Product Manager
CAND-342,3 Years,B.Sc Physics,"JIRA, Data Analytics, UX Research",Sales Executive
CAND-343,8 Years,B.Sc Computer Science,"Team Leadership, Customer Research, Product Strategy, Power BI, UX Research, Statistics",Data Analyst
CAND-344,1 Years,M.Sc Data Science,"A/B Testing, Customer Research, Communication, Statistics, Python, Roadmapping, Project Management",Data Engineer
CAND-345,13 Years,MBA Business Administration,"Negotiation, Stakeholder Management, JIRA, Data Science, Data Analysis, Public Speaking, Product Strategy, Market Research",Associate Product Manager
CAND-346,0 Years,Bachelor of Hospitality Management,"Scrum, Business Intelligence, JIRA",Business Analyst
CAND-347,6 Years,M.Sc Data Science,"Customer Research, Project Management, Salesforce, Negotiation, Market Research, Data Analysis, Data Analytics",Associate Product Manager
CAND-348,6 Years,B.Sc Physics,"Market Research, Product Management, Public Speaking, Salesforce, A/B Testing, Data Analysis",Product Manager
CAND-349,15 Years,M.Tech Computer Science,"Artificial Intelligence, Customer Research, Market Research, Product Strategy, Collaboration, Excel",Senior Product Manager
CAND-350,2 Years,B.Eng Industrial Engineering,"Negotiation, A/B Testing, Team Leadership, ML, Customer Research, Project Management, Power BI, Confluence",UX Designer
CAND-351,9 Years,Diploma in Culinary Arts,"Project Management, Salesforce, Communication, A/B Testing, Power BI, Confluence, Business Intelligence",Business Analyst
CAND-352,14 Years,MBA Business Administration,"Scrum, Product Strategy, Customer Research, Stakeholder Management, UX Research, ML, SQL, Market Research",Group Product Manager
CAND-353,1 Years,M.Sc Data Science,"A/B Testing, Communication, Public Speaking, Market Research, Business Intelligence, UX Research, Product Management",Product Manager
CAND-354,5 Years,MBA,"Negotiation, AI, Product Design, Salesforce, Agile, Communication, Public Speaking, Excel",Marketing Manager
CAND-355,2 Years,B.Sc Physics,"Market Research, Collaboration, Product Design, Scrum",Data Engineer
CAND-356,10 Years,Diploma in Culinary Arts,"ML, Market Research, Confluence, Stakeholder Management, JIRA, Negotiation, Product Strategy",Data Engineer
CAND-357,7 Years,B.Eng Industrial Engineering,"AI, Salesforce, Collaboration, Negotiation, Google Analytics, Customer Research, Product Design",Group Product Manager
CAND-358,15 Years,M.Sc Data Science,"Data Science, Agile, Google Analytics, Product Strategy, SQL, Team Leadership, Salesforce",Group Product Manager
CAND-359,14 Years,M.Tech Computer Science,"SQL, Product Design, Salesforce, Statistics, UX Research, Communication",Sales Executive
CAND-360,12 Years,B.Eng Industrial Engineering,"Roadmapping, Artificial Intelligence, Power BI, Confluence, Product Strategy, Stakeholder Management",Product Manager
CAND-361,5 Years,Diploma in Information Technology,"A/B Testing, Business Intelligence, SQL, Google Analytics, Communication",Operations Manager
CAND-362,9 Years,M.Sc Statistics,"Product Strategy, Market Research, ML, Stakeholder Management, Salesforce, Python",Group Product Manager
CAND-363,3 Years,B.Sc Physics,"Stakeholder Management, SQL, Negotiation, Business Intelligence, Project Management, Customer Research, Salesforce",Data Analyst
CAND-364,10 Years,B.Eng Industrial Engineering,"ML, Python, Negotiation, Roadmapping, Salesforce, UX Research",Operations Manager
CAND-365,15 Years,M.A. Economics,"Roadmapping, Communication, Customer Research, Google Analytics",Senior Product Manager
CAND-366,14 Years,M.Sc Statistics,"JIRA, Negotiation, Machine Learning, Stakeholder Management, Excel, Market Research",Sales Executive
CAND-367,2 Years,Diploma in Information Technology,"Negotiation, Roadmapping, Customer Research, Communication, Project Management, Python, ML",Data Analyst
CAND-368,2 Years,BA Sociology,"JIRA, A/B Testing, Scrum, Salesforce",Data Engineer
CAND-369,5 Years,M.A. Economics,"Statistics, Product Design, Stakeholder Management, Python, Roadmapping, Negotiation, Public Speaking",Senior Product Manager
CAND-370,10 Years,M.Tech Computer Science,"Data Science, Agile, Google Analytics, Data Analysis, Customer Research, Product Strategy, Roadmapping",Product Manager
CAND-371,7 Years,BA Sociology,"Market Research, Google Analytics, Excel, Team Leadership",Business Analyst
CAND-372,15 Years,M.Sc Data Science,"Google Analytics, Stakeholder Management, Scrum, Public Speaking, SQL, Artificial Intelligence, Product Management, Customer Research",Senior Product Manager
CAND-373,2 Years,B.Com Economics,"SQL, Customer Research, Agile, Data Science, Product Strategy, Team Leadership",Associate Product Manager
CAND-374,5 Years,B.Tech Computer Science,"Data Analysis, Confluence, Artificial Intelligence, Product Design, Customer Research, Salesforce, A/B Testing, Stakeholder Management",Group Product Manager
CAND-375,0 Years,M.A. Economics,"Product Design, Salesforce, Stakeholder Management, Agile, Data Analysis",Senior Product Manager
CAND-376,10 Years,B.Tech Computer Science,"Stakeholder Management, Confluence, JIRA, Python, Product Management, Machine Learning, Public Speaking",Marketing Manager
CAND-377,7 Years,B.Com Economics,"UX Research, Business Intelligence, Public Speaking, Scrum",Customer Success Manager
CAND-378,6 Years,MBA,"Roadmapping, JIRA, Artificial Intelligence, Team Leadership, Product Strategy, Python, Public Speaking",Product Manager
CAND-379,5 Years,B.Sc Physics,"Confluence, Statistics, Public Speaking, Product Management, Tableau, Communication",Operations Manager
CAND-380,2 Years,Bachelor of Hospitality Management,"Excel, Agile, Data Science, Team Leadership, Customer Research",Data Engineer
CAND-381,2 Years,BA Sociology,"Customer Research, Agile, Confluence",UX Designer
CAND-382,5 Years,MBA,"Power BI, UX Research, Public Speaking, Stakeholder Management",Senior Product Manager
CAND-383,0 Years,B.A. Literature,"Negotiation, UX Research, Project Management, Confluence, JIRA",Senior Product Manager
CAND-384,8 Years,MBA,"Product Strategy, Team Leadership, Customer Research, Agile, Data Science, SQL, Negotiation, Confluence",Group Product Manager
CAND-385,2 Years,BA Sociology,"Tableau, Collaboration, UX Research, Customer Research, Scrum",Software Engineer
CAND-386,10 Years,B.Eng Industrial Engineering,"SQL, Roadmapping, A/B Testing, Confluence, AI, UX Research, Product Strategy, Team Leadership",Product Manager
CAND-387,12 Years,Bachelor of Hospitality Management,"Public Speaking, Data Analytics, UX Research, Data Analysis, Product Strategy, Team Leadership",Data Engineer
CAND-388,11 Years,M.Tech Computer Science,"Product Strategy, Statistics, Team Leadership, JIRA, Negotiation",Data Scientist
CAND-389,11 Years,M.Tech Computer Science,"Collaboration, Data Science, Data Analysis, Product Design, Customer Research, Market Research, Negotiation",Sales Executive
CAND-390,1 Years,Bachelor of Hospitality Management,"Data Analysis, Roadmapping, Collaboration, Product Management, A/B Testing, Negotiation, Machine Learning",Associate Product Manager
CAND-391,8 Years,M.Eng Software Engineering,"Salesforce, Negotiation, Agile, Product Strategy, SQL, AI, Collaboration, Roadmapping",Product Manager
CAND-392,0 Years,Diploma in Culinary Arts,"UX Research, Power BI, Negotiation, Confluence, Data Analytics",Software Engineer
CAND-393,15 Years,MBA,"Confluence, Google Analytics, Collaboration, Negotiation, Product Strategy, Data Analytics, Data Analysis, A/B Testing",Software Engineer
CAND-394,7 Years,B.Sc Physics,"Market Research, Product Design, SQL, A/B Testing, Statistics, Confluence",Product Manager
CAND-395,5 Years,MBA,"Negotiation, Project Management, Communication, Machine Learning, Tableau, Agile",Product Manager
CAND-396,15 Years,B.Tech Computer Science,"Stakeholder Management, Data Science, SQL, Roadmapping, Product Strategy, Public Speaking",Data Engineer
CAND-397,3 Years,B.Com Economics,"Confluence, Excel, Product Strategy, Data Science, UX Research, Communication",Project Coordinator
CAND-398,13 Years,B.Eng Industrial Engineering,"Machine Learning, Collaboration, Salesforce, A/B Testing",Group Product Manager
CAND-399,14 Years,B.Sc Mathematics,"Data Analysis, Negotiation, Confluence, Product Strategy, Roadmapping, Statistics, A/B Testing",Technical Product Manager
CAND-400,4 Years,BA Fine Arts,"Salesforce, Stakeholder Management, Scrum, Machine Learning, JIRA, Product Strategy",Sales Executive
CAND-401,15 Years,MBA,"Product Design, Negotiation, Confluence, Data Analytics, Power BI, Team Leadership",Technical Product Manager
CAND-402,2 Years,B.Sc Physics,"Customer Research, Data Analysis, AI, Agile, Confluence, Roadmapping, Project Management",Technical Product Manager
CAND-403,10 Years,M.Sc Data Science,"A/B Testing, Stakeholder Management, ML, Customer Research, Product Strategy, SQL",Associate Product Manager
CAND-404,2 Years,M.Sc Statistics,"Excel, Product Design, Collaboration, Confluence, Salesforce, Roadmapping",Data Engineer
CAND-405,11 Years,Diploma in Information Technology,"Project Management, Confluence, UX Research, Scrum, Public Speaking, Stakeholder Management",Operations Manager
CAND-406,5 Years,B.Sc Computer Science,"Collaboration, Scrum, SQL, Public Speaking, Product Management",Marketing Manager
CAND-407,4 Years,MBA Business Administration,"AI, Collaboration, Market Research, Product Design, Negotiation, A/B Testing",Sales Executive
CAND-408,3 Years,M.Tech Computer Science,"Scrum, Customer Research, Stakeholder Management, Product Design, SQL, Artificial Intelligence",Group Product Manager
CAND-409,8 Years,M.Sc Data Science,"Scrum, Product Design, Public Speaking, Team Leadership, Salesforce, Data Analysis, Business Intelligence",Senior Product Manager
CAND-410,15 Years,Diploma in Culinary Arts,"Machine Learning, Market Research, Communication, Scrum, Project Management, Power BI",Project Coordinator
CAND-411,10 Years,B.Com Economics,"Public Speaking, Scrum, Excel, Team Leadership, Statistics, Product Strategy, A/B Testing, Negotiation",Technical Product Manager
CAND-412,0 Years,B.Sc Physics,"Google Analytics, UX Research, Business Intelligence, Product Management, Communication",Customer Success Manager
CAND-413,6 Years,Diploma in Information Technology,"Public Speaking, Artificial Intelligence, A/B Testing, Tableau, Team Leadership",Data Engineer
CAND-414,3 Years,MBA Business Administration,"Agile, UX Research, AI, Stakeholder Management, Product Design",Senior Product Manager
CAND-415,6 Years,M.Eng Software Engineering,"Team Leadership, Roadmapping, Product Management, SQL, Public Speaking, Machine Learning",Product Manager
CAND-416,5 Years,Diploma in Culinary Arts,"Agile, Scrum, Confluence, Machine Learning, Negotiation",Sales Executive
CAND-417,0 Years,BA Fine Arts,"Salesforce, A/B Testing, Roadmapping, Customer Research",Customer Success Manager
CAND-418,1 Years,B.Sc Mathematics,"Product Strategy, Roadmapping, Google Analytics, Power BI, Communication, Data Science, Customer Research, Scrum",Technical Product Manager
CAND-419,1 Years,Diploma in Information Technology,"Negotiation, Agile, Project Management",Marketing Manager
CAND-420,11 Years,B.Sc Mathematics,"A/B Testing, Data Analysis, Roadmapping, Confluence, Project Management, Business Intelligence",Software Engineer
CAND-421,9 Years,MBA,"Python, Product Management, Market Research, Public Speaking, Communication, A/B Testing, Statistics",Associate Product Manager
CAND-422,7 Years,B.Tech Computer Science,"Excel, Statistics, Negotiation, A/B Testing, Collaboration, Product Management",Data Analyst
CAND-423,4 Years,B.Tech Computer Science,"Market Research, Negotiation, Team Leadership, Product Strategy, Power BI",Senior Product Manager
CAND-424,2 Years,B.Tech Computer Science,"Machine Learning, Agile, Product Design, Public Speaking, Customer Research, Collaboration",Technical Product Manager
CAND-425,11 Years,M.A. Economics,"Data Science, Roadmapping, Data Analysis, UX Research, Project Management, Stakeholder Management",Technical Product Manager
CAND-426,7 Years,MBA Business Administration,"JIRA, Agile, Python, Negotiation, Communication, Product Design, Salesforce",Product Manager
CAND-427,4 Years,MBA Business Administration,"Agile, A/B Testing, Google Analytics, Artificial Intelligence, Data Analysis, UX Research",Sales Executive
CAND-428,1 Years,BA Fine Arts,"Business Intelligence, A/B Testing, Project Management, UX Research",Marketing Manager
CAND-429,2 Years,B.Sc Mathematics,"Scrum, A/B Testing",UX Designer
CAND-430,5 Years,Diploma in Culinary Arts,"Scrum, ML, A/B Testing, Project Management, Negotiation, Team Leadership",Data Analyst
CAND-431,6 Years,BA Sociology,"Confluence, Power BI, A/B Testing",Project Coordinator
CAND-432,7 Years,M.Sc Statistics,"Agile, Google Analytics, UX Research",UX Designer
CAND-433,12 Years,Diploma in Information Technology,"Python, Confluence, Agile, Product Strategy, Data Analytics, Market Research, Salesforce",Product Manager
CAND-434,12 Years,M.Sc Data Science,"UX Research, Google Analytics, Stakeholder Management, Data Analysis, Artificial Intelligence, Product Management",Technical Product Manager
CAND-435,14 Years,B.Eng Industrial Engineering,"Data Analysis, Public Speaking, Product Strategy, Negotiation, Team Leadership, Artificial Intelligence",Technical Product Manager
CAND-436,6 Years,Bachelor of Hospitality Management,"Negotiation, Customer Research, Roadmapping, Market Research",Sales Executive
CAND-437,7 Years,B.Sc Physics,"Product Management, UX Research, Customer Research, Communication, Python, Statistics",Data Scientist
CAND-438,7 Years,M.Sc Data Science,"Communication, Salesforce, SQL, Public Speaking, UX Research, Product Management",Data Engineer
CAND-439,5 Years,MBA Business Administration,"Customer Research, Business Intelligence, Stakeholder Management, Product Strategy, Agile, Data Analysis",Senior Product Manager
CAND-440,7 Years,M.Sc Data Science,"SQL, UX Research, Agile, Product Management, JIRA, Collaboration, Salesforce",Customer Success Manager
CAND-441,15 Years,BA Sociology,"JIRA, Product Management, Tableau, Communication, Statistics, Market Research",Associate Product Manager
CAND-442,3 Years,B.A. History,"Market Research, Statistics, Confluence, UX Research, Public Speaking",Customer Success Manager
CAND-443,5 Years,B.Sc Computer Science,"Communication, Google Analytics, Confluence, Negotiation",UX Designer
