Candidate ID,Experience,Qualifications,Skills,Prior Job Title
CAND-222,1 Years,M.Sc Data Science,"Data Analytics, Collaboration, Public Speaking, Tableau, JIRA",Customer Success Manager
CAND-223,7 Years,BA Sociology,"Project Management, Roadmapping, Negotiation, Statistics, Stakeholder Management, UX Research, Python",Associate Product Manager
CAND-224,12 Years,Diploma in Information Technology,"Data Analysis, ML, Team Leadership, Project Management, Scrum, Market Research",Group Product Manager
CAND-225,7 Years,M.Sc Data Science,"Market Research, Tableau, Collaboration, Data Analytics, Project Management, A/B Testing",Product Manager
CAND-226,7 Years,B.Sc Mathematics,"Project Management, JIRA, Stakeholder Management, Public Speaking, SQL",Data Scientist
CAND-227,6 Years,Diploma in Information Technology,"ML, A/B Testing, Team Leadership, Python, Salesforce",UX Designer
CAND-228,4 Years,Diploma in Culinary Arts,"Roadmapping, Agile, JIRA, Google Analytics",Data Engineer
CAND-229,5 Years,B.Tech Computer Science,"Team Leadership, Project Management, Agile, Data Analytics, SQL, UX Research",Associate Product Manager
CAND-230,10 Years,Diploma in Information Technology,"Project Management, Business Intelligence, Communication, Market Research, Excel, Confluence, Roadmapping",Customer Success Manager
CAND-231,9 Years,M.Sc Data Science,"Product Strategy, Confluence, Negotiation, AI, JIRA, Stakeholder Management, Python",Group Product Manager
CAND-232,1 Years,Diploma in Information Technology,"Agile, Google Analytics, Scrum, Roadmapping",Data Engineer
CAND-233,10 Years,M.Eng Software Engineering,"Team Leadership, AI, Salesforce, Public Speaking, UX Research, Python, Product Management, Market Research",Product Manager
CAND-234,12 Years,MBA Business Administration,"Public Speaking, Roadmapping, Python, Product Management, Data Science, Stakeholder Management",Technical Product Manager
CAND-235,7 Years,B.Sc Physics,"Salesforce, AI, Roadmapping, Python, Team Leadership",Senior Product Manager
CAND-236,6 Years,B.Eng Industrial Engineering,"Public Speaking, Collaboration, Roadmapping, Artificial Intelligence, SQL",Senior Product Manager
CAND-237,5 Years,MBA Business Administration,"Confluence, JIRA, A/B Testing, Scrum, Product Strategy, AI, Stakeholder Management, Data Analysis",Technical Product Manager
CAND-238,7 Years,M.A. Economics,"Team Leadership, Roadmapping, Excel, Statistics, A/B Testing",Marketing Manager
CAND-239,7 Years,B.A. Literature,"Market Research, SQL, Confluence, Google Analytics, Team Leadership, Statistics, Product Design, Scrum",Business Analyst
CAND-240,6 Years,B.Tech Computer Science,"Tableau, Negotiation, Product Design, Collaboration, Statistics, Google Analytics, Public Speaking",Data Analyst
CAND-241,15 Years,B.Eng Industrial Engineering,"Data Analytics, Salesforce, Product Management, UX Research, Google Analytics, Collaboration",Product Manager
CAND-242,4 Years,M.A. Economics,"Business Intelligence, Team Leadership, Data Analysis, Scrum, Product Strategy, UX Research",Business Analyst
CAND-243,1 Years,B.A. Literature,"Data Analytics, JIRA, Scrum, Agile, Roadmapping",Associate Product Manager
CAND-244,3 Years,B.Sc Computer Science,"Negotiation, JIRA, Communication, Product Design, Public Speaking, Power BI, UX Research",Technical Product Manager
CAND-245,4 Years,BA Fine Arts,"Product Design, UX Research, Scrum",UX Designer
CAND-246,1 Years,BA Fine Arts,"SQL, Roadmapping, Stakeholder Management, Public Speaking, Customer Research, Data Analytics, Salesforce",Senior Product Manager
CAND-247,0 Years,BA Fine Arts,"A/B Testing, UX Research, Negotiation, Customer Research",Software Engineer
CAND-248,10 Years,M.Tech Computer Science,"AI, Scrum, Python, Product Management, Salesforce, Customer Research",Senior Product Manager
CAND-249,12 Years,B.A. Literature,"Negotiation, Team Leadership, Market Research, Product Management, Salesforce, Python",UX Designer
CAND-250,8 Years,M.Tech Computer Science,"Market Research, Data Analysis, Public Speaking, ML, Product Strategy, Team Leadership",Technical Product Manager
